person_id,id,Name,Character,Role,Imdb_id
14797,ET0799546,Michael Curtiz,,DIRECTOR,7569090197
173189,ET0803702,Farid Shawqi,Abu Siri,ACTOR,7569094353
530033,ET0803702,Hind Rostom,Hanuma,ACTOR,7569094353
173191,ET0803702,Youssef Chahine,Qinawi,ACTOR,7569094353
1321002,ET0803702,Hassan el Baroudi,Madbouli,ACTOR,7569094353
557165,ET0803702,Abdel Aziz Khalil,Abu Gaber,ACTOR,7569094353
557166,ET0803702,Said Khalil,Jadallah,ACTOR,7569094353
557167,ET0803702,Abdel Ghani Nagdi,Saidi traveller,ACTOR,7569094353
557168,ET0803702,Loutfi El Hakim,,ACTOR,7569094353
557169,ET0803702,Abdel Hamid Bodaoha,Shawish Hassanein,ACTOR,7569094353
557170,ET0803702,F. El Demerdache,,ACTOR,7569094353
557171,ET0803702,Said El Araby,,ACTOR,7569094353
538017,ET0803702,Ahmed Abaza,Mansour,ACTOR,7569094353
557172,ET0803702,Hana Abdel Fattah,,ACTOR,7569094353
557173,ET0803702,Safia Sarwat,,ACTOR,7569094353
557178,ET0803702,Asaad Kellada,(as Assaad Kellada),ACTOR,7569094353
555008,ET0803702,Naima Wasfy,Hallawatim,ACTOR,7569094353
1521416,ET0803702,Sherine,,ACTOR,7569094353
1521414,ET0803702,Soheir,,ACTOR,7569094353
1321149,ET0803702,Esmat Mahmoud,,ACTOR,7569094353
1521441,ET0803702,Nawal Morsi,,ACTOR,7569094353
1521413,ET0803702,Gharib Moawad,,ACTOR,7569094353
1521412,ET0803702,Mohamed Mazhar,,ACTOR,7569094353
1521534,ET0803702,Galal Issa,,ACTOR,7569094353
1521409,ET0803702,Mahrous El Garhi,,ACTOR,7569094353
1521506,ET0803702,Ahmed El Tantawi,,ACTOR,7569094353
1521407,ET0803702,S. Abdel Aziz,,ACTOR,7569094353
225932,ET0803702,Nadia Lotfi,,ACTOR,7569094353
2342528,ET0803702,Safia Tharwat,Halawethom,ACTOR,7569094353
173191,ET0803702,Youssef Chahine,,DIRECTOR,7569094353
1256646,ET0803703,Jack Doroshow,Flawless Sabrina,ACTOR,7569094354
1161204,ET0803703,Bernard Giquel,Interviewer,ACTOR,7569094354
543719,ET0803703,Mario Montez,Self - Singer,ACTOR,7569094354
540350,ET0803703,Crystal LaBeija,Self - Competitor,ACTOR,7569094354
1161195,ET0803703,Rachel Harlow,Self - Competitor,ACTOR,7569094354
20913,ET0803703,Andy Warhol,Self - Jury Member,ACTOR,7569094354
223669,ET0803703,Edie Sedgwick,Self - Jury Member,ACTOR,7569094354
535822,ET0803703,Jim Dine,Self - Jury Member,ACTOR,7569094354
35238,ET0803703,Bruce Jay Friedman,Self - Jury Member,ACTOR,7569094354
556507,ET0803703,Larry Rivers,Self - Jury Member,ACTOR,7569094354
14037,ET0803703,Terry Southern,Self - Jury Member,ACTOR,7569094354
539207,ET0803703,Jerry Leiber,Self - Jury Member,ACTOR,7569094354
509010,ET0803703,Jackie Curtis,Self,ACTOR,7569094354
406724,ET0803703,Pepper LaBeija,Self,ACTOR,7569094354
480534,ET0803703,Dorian Corey,Self,ACTOR,7569094354
1161200,ET0803703,Jill Krementz,Self,ACTOR,7569094354
343532,ET0803703,Mary Ellen Mark,Self,ACTOR,7569094354
16387,ET0803703,George Plimpton,Self,ACTOR,7569094354
244219,ET0803703,Frank Simon,,DIRECTOR,7569094354
218173,ET0803704,Gert Westphal,Narrator (voice),ACTOR,7569094355
2069,ET0803704,Adolf Hitler,Self (archive footage),ACTOR,7569094355
41187,ET0803704,Joachim Fest,,DIRECTOR,7569094355
15595,ET0803705,Jane Fonda,Herself,ACTOR,7569094356
1765,ET0803705,Donald Sutherland,Himself,ACTOR,7569094356
529469,ET0803705,Pamela Donegan,Herself,ACTOR,7569094356
529467,ET0803705,Len Chandler,Himself,ACTOR,7569094356
37864,ET0803705,Michael Alaimo,Himself,ACTOR,7569094356
208243,ET0803705,Holly Near,Herself,ACTOR,7569094356
70582,ET0803705,Paul Mooney,Himself,ACTOR,7569094356
488851,ET0803705,Rita Martinson,Herself,ACTOR,7569094356
32267,ET0803705,Peter Boyle,Himself,ACTOR,7569094356
473965,ET0803705,Steve Jaffe,Himself,ACTOR,7569094356
529468,ET0803705,Francine Parker,,DIRECTOR,7569094356
553375,ET0803706,Ahmad Mazhar,Saladin,ACTOR,7569094357
225932,ET0803706,Nadia Lotfi,Louisa de Lusignan,ACTOR,7569094357
215296,ET0803706,Salah Zulfikar,Issa (The Swimmer),ACTOR,7569094357
558944,ET0803706,Leila Fawzi, Virginia Princess of Kerak,ACTOR,7569094357
520600,ET0803706,Hamdy Gheith,King Richard,ACTOR,7569094357
381250,ET0803706,Laila Taher,Queen Berengaria,ACTOR,7569094357
471620,ET0803706,Omar El-Hariri,King Philip of France,ACTOR,7569094357
152472,ET0803706,Husain Reyadh,,ACTOR,7569094357
530826,ET0803706,Mahmoud el-Meliguy, Conrad Marquis of Montferrat,ACTOR,7569094357
576037,ET0803706,Zaki Toleimat,Duke Arthur,ACTOR,7569094357
498370,ET0803706,Tewfik El Dekn,Prince of Akka,ACTOR,7569094357
899933,ET0803706,Mohamed Hamdy,,ACTOR,7569094357
1533795,ET0803706,Mohamed Sultan,,ACTOR,7569094357
1533801,ET0803706,Mohamed Abdel Gawad,,ACTOR,7569094357
1533807,ET0803706,Sami Loutfi,,ACTOR,7569094357
2172269,ET0803706,Ibrahim Emara,,ACTOR,7569094357
546021,ET0803706,Ahmed Louxor,,ACTOR,7569094357
500657,ET0803706,Salah Nazmi,,ACTOR,7569094357
173191,ET0803706,Youssef Chahine,,DIRECTOR,7569094357
173252,ET0803707,Shammi Kapoor,Shyam,ACTOR,7569094358
150319,ET0803707,Padmini,Lata,ACTOR,7569094358
550685,ET0803707,Maria Menado,Maria,ACTOR,7569094358
132270,ET0803707,Shashikala,Shobha,ACTOR,7569094358
222315,ET0803707,Agha,Cha Choo,ACTOR,7569094358
222342,ET0803707,Shakti Samanta,,DIRECTOR,7569094358
15793,ET0803708,Omar Sharif,Ragab,ACTOR,7569094359
225931,ET0803708,Faten Hamamah,Hamedah,ACTOR,7569094359
225933,ET0803708,Ahmed Ramzy,Mamdouh,ACTOR,7569094359
498370,ET0803708,Tewfik El Dekn,Ezzat,ACTOR,7569094359
560735,ET0803708,Ferdoos Mohammed,Ragabs Mother,ACTOR,7569094359
152472,ET0803708,Husain Reyadh,Mamdouhs father,ACTOR,7569094359
173191,ET0803708,Youssef Chahine,,DIRECTOR,7569094359
173189,ET0803709,Farid Shawqi,Mohsens Father,ACTOR,7569094360
530826,ET0803709,Mahmoud el-Meliguy,Qadry,ACTOR,7569094360
216804,ET0803709,Ezzat El Alaili,Shaker,ACTOR,7569094360
538123,ET0803709,Youssef Wahby,Souril,ACTOR,7569094360
537218,ET0803709,Yehia Chahine,,ACTOR,7569094360
558944,ET0803709,Leila Fawzi,,ACTOR,7569094360
745894,ET0803709,Akela Kateb,,ACTOR,7569094360
1326853,ET0803709,Zeinab Sedky,,ACTOR,7569094360
493971,ET0803709,Ahmad Abdel Waress,,ACTOR,7569094360
479007,ET0803709,Abdel Aziz Makhyoun,,ACTOR,7569094360
745892,ET0803709,Ahmed Mehrez,,ACTOR,7569094360
540702,ET0803709,Abdel Warith Assir,The Sheikh,ACTOR,7569094360
745900,ET0803709,Aida Kamel,,ACTOR,7569094360
745891,ET0803709,Oussaida Abbass,,ACTOR,7569094360
536986,ET0803709,Zouzou Hamdy El-Hakim,,ACTOR,7569094360
745890,ET0803709,Abdel Salam Mohamed,,ACTOR,7569094360
745889,ET0803709,Halima El Soghayar,,ACTOR,7569094360
745888,ET0803709,Samira Mohamed,,ACTOR,7569094360
745887,ET0803709,Abou Hachich,,ACTOR,7569094360
745886,ET0803709,Gamil El Traboulsi,,ACTOR,7569094360
223449,ET0803709,Ahmad Zaki,Ibrahim,ACTOR,7569094360
323651,ET0803709,Ahmad Bedir,,ACTOR,7569094360
530275,ET0803709,Naglaa Fathy,,ACTOR,7569094360
452580,ET0803709,Abdalla Mahmoud,Mohsen,ACTOR,7569094360
1113158,ET0803709,Mohsena Tawfik,Yehyas Mother,ACTOR,7569094360
740561,ET0803709,Seif Abdelrahman,,ACTOR,7569094360
173191,ET0803709,Youssef Chahine,,DIRECTOR,7569094360
564029,ET0803710,Negma Ibrahim,Raya,ACTOR,7569094361
536986,ET0803710,Zouzou Hamdy El-Hakim,Sekina,ACTOR,7569094361
173189,ET0803710,Farid Shawqi,,ACTOR,7569094361
562894,ET0803710,Anwar Wagdi,,ACTOR,7569094361
225934,ET0803710,Shukri Sarhan,,ACTOR,7569094361
528719,ET0803710,Samira Ahmed,,ACTOR,7569094361
553401,ET0803710,Berlanty Abdel Hamid,,ACTOR,7569094361
1320827,ET0803710,Motawea Oweis,,ACTOR,7569094361
1330827,ET0803710,Malak Elgamal,,ACTOR,7569094361
1321780,ET0803710,Saeed Khalil,,ACTOR,7569094361
568098,ET0803710,Reyad El Kasabgy,,ACTOR,7569094361
216805,ET0803710,Salah Abu Seif,,DIRECTOR,7569094361
223449,ET0803711,Ahmad Zaki,Kamal,ACTOR,7569094362
223448,ET0803711,Saeed Saleh,Sultan,ACTOR,7569094362
223450,ET0803711,Younes Shalaby,Atef,ACTOR,7569094362
198741,ET0803711,Hassan Mostafa,Ramadan Al-Sokary,ACTOR,7569094362
513684,ET0803711,Nadia Shukry,Sahar,ACTOR,7569094362
1410282,ET0803711,Karima Mokhtar,,ACTOR,7569094362
2317355,ET0803711,Gumball Williams,Jesco,ACTOR,7569094362
752913,ET0803711,Samir Al Asfory,,DIRECTOR,7569094362
222541,ET0803712,Vyjayanthimala,Amrapali,ACTOR,7569094363
64407,ET0803712,Sunil Dutt,Magadh Samrat Ajaatha Shatru,ACTOR,7569094363
173253,ET0803712,Prem Nath,Senpati Veer of Magadh,ACTOR,7569094363
534654,ET0803712,Bipin Gupta,Vaishalis Samrat,ACTOR,7569094363
511559,ET0803712,Gajanan Jagirdar,Kulpati Mahanam,ACTOR,7569094363
434348,ET0803712,K.N. Singh,Balbadra SIngh,ACTOR,7569094363
509943,ET0803712,Ruby Myers,Vaishalis Empress,ACTOR,7569094363
139643,ET0803712,Narendra Nath,Gautama Buddha,ACTOR,7569094363
564274,ET0803712,Baburao Pendharkar,In the song Neel Gagan Ki,ACTOR,7569094363
519826,ET0803712,Mridula Rani,Raj Mata (Ajaat Shatrus Mother),ACTOR,7569094363
144388,ET0803712,Lekh Tandon,,DIRECTOR,7569094363
6958,ET0803713,Amitabh Bachchan,Vijay Varma,ACTOR,7569094364
104308,ET0803713,Shatrughan Sinha,Ravi Kapoor,ACTOR,7569094364
105220,ET0803713,Zeenat Aman,Sheetal Sahni,ACTOR,7569094364
57763,ET0803713,Prem Chopra,Mr. Daaga,ACTOR,7569094364
63303,ET0803713,Amrish Puri,Balwant Singh,ACTOR,7569094364
105226,ET0803713,Helen,Sylvia,ACTOR,7569094364
105221,ET0803713,Pran,Tony,ACTOR,7569094364
511559,ET0803713,Gajanan Jagirdar,High School Principal,ACTOR,7569094364
511558,ET0803713,Sajjan,Ramnik Lal Tiwari,ACTOR,7569094364
68725,ET0803713,Iftekhar,Prosecuting Lawyer,ACTOR,7569094364
434348,ET0803713,K.N. Singh,Judge,ACTOR,7569094364
568116,ET0803713,Trilok Kapoor,,ACTOR,7569094364
511561,ET0803713,Abhimanyu Sharma,,ACTOR,7569094364
299653,ET0803713,Goga Kapoor,,ACTOR,7569094364
105228,ET0803713,Mac Mohan,,ACTOR,7569094364
104310,ET0803713,Paintal,,ACTOR,7569094364
509316,ET0803713,Jagdish Raj,,ACTOR,7569094364
509943,ET0803713,Ruby Myers,,ACTOR,7569094364
199763,ET0803713,Yunus Parvez,,ACTOR,7569094364
216331,ET0803713,Raj Khosla,,DIRECTOR,7569094364
225931,ET0803714,Faten Hamamah,Amal,ACTOR,7569094365
15793,ET0803714,Omar Sharif,Ahmed,ACTOR,7569094365
219842,ET0803714,Zaki Rostom,Taher Pasha,ACTOR,7569094365
173189,ET0803714,Farid Shawqi,Reyadh,ACTOR,7569094365
540702,ET0803714,Abdel Warith Assir,Sabir,ACTOR,7569094365
493971,ET0803714,Ahmad Abdel Waress,,ACTOR,7569094365
520600,ET0803714,Hamdy Gheith,Selim,ACTOR,7569094365
562959,ET0803714,Abdel Ghani Kamar,Hassan,ACTOR,7569094365
988354,ET0803714,Zaki Ibrahim,(Lawyer),ACTOR,7569094365
173191,ET0803714,Youssef Chahine,,DIRECTOR,7569094365
11472,ET0803715,Graham Chapman,Various Characters,ACTOR,7569094366
1549,ET0803715,John Cleese,Various Characters,ACTOR,7569094366
11474,ET0803715,Eric Idle,Various Characters,ACTOR,7569094366
11475,ET0803715,Terry Jones,Various Characters,ACTOR,7569094366
11476,ET0803715,Michael Palin,Various Characters,ACTOR,7569094366
16383,ET0803715,Ian MacNaughton,,DIRECTOR,7569094366
530826,ET0803716,Mahmoud el-Meliguy,Madbouli,ACTOR,7569094367
557940,ET0803716,Hoda Soltan,,ACTOR,7569094367
225934,ET0803716,Shukri Sarhan,Tolba,ACTOR,7569094367
534050,ET0803716,Soheir El-Morshidy,Fatma,ACTOR,7569094367
391527,ET0803716,Hesham Selim,Ibrahim,ACTOR,7569094367
744938,ET0803716,Majida El Roumi,Tafida,ACTOR,7569094367
676484,ET0803716,Ali El Sherif,,ACTOR,7569094367
1095845,ET0803716,Rajaa Hussain,,ACTOR,7569094367
524174,ET0803716,Sid Ali Kouiret,,ACTOR,7569094367
744936,ET0803716,Ali Mahrez,,ACTOR,7569094367
323651,ET0803716,Ahmad Bedir,,ACTOR,7569094367
173191,ET0803716,Youssef Chahine,,DIRECTOR,7569094367
173252,ET0803717,Shammi Kapoor,Prince Shamsher Singh,ACTOR,7569094368
222541,ET0803717,Vyjayanthimala,Princess Amrita,ACTOR,7569094368
68721,ET0803717,Rajendra Nath,Vilayatiram,ACTOR,7569094368
105226,ET0803717,Helen,Sophia,ACTOR,7569094368
434351,ET0803717,Parveen Choudhary,Ratna,ACTOR,7569094368
216443,ET0803717,Ajit Khan,,ACTOR,7569094368
524312,ET0803717,D.K. Sapru,,ACTOR,7569094368
503473,ET0803717,Leela Mishra,,ACTOR,7569094368
509942,ET0803717,David Abraham Cheulkar,,ACTOR,7569094368
66223,ET0803717,Asit Sen,,ACTOR,7569094368
545057,ET0803717,Rashid Khan,,ACTOR,7569094368
68723,ET0803717,Sunder,,ACTOR,7569094368
128207,ET0803717,Sudhir,,ACTOR,7569094368
515741,ET0803717,Leela Chitnis,Mrs. Shanti Singh,ACTOR,7569094368
144388,ET0803717,Lekh Tandon,,DIRECTOR,7569094368
414437,ET0803718,Fouad El-Mohandes,Doctor Raefat,ACTOR,7569094369
511223,ET0803718,Sanaa Younes,Fawziya,ACTOR,7569094369
452581,ET0803718,Sherihan,Sousou,ACTOR,7569094369
511225,ET0803718,Ijlal Zaki,Nadya,ACTOR,7569094369
511226,ET0803718,Mohamad Abou El-Hassan,Hanafy,ACTOR,7569094369
139800,ET0803718,Ahmed Rateb,Sameh,ACTOR,7569094369
509528,ET0803718,Zakariya Mowafi,Karem,ACTOR,7569094369
186965,ET0803718,Ali Ragab,,ACTOR,7569094369
511229,ET0803718,Mohsen Mohy Eldin,Mohssen,ACTOR,7569094369
471625,ET0803718,Badr Noufal,Mr. Fath El Bab,ACTOR,7569094369
1285693,ET0803718,Mohsen Mohie Eldein,Mohsen,ACTOR,7569094369
414437,ET0803718,Fouad El-Mohandes,,DIRECTOR,7569094369
724969,ET0803719,Adel Emam,سرحان عبدالبصير,ACTOR,7569094370
471620,ET0803719,Omar El-Hariri,المُقدم أحمد عبدالسلام,ACTOR,7569094370
223454,ET0803719,Nazim Sharawy,القاضي,ACTOR,7569094370
331313,ET0803719,Shawqy Shamekh,مخرج برنامج هيا بنا نلعب,ACTOR,7569094370
521184,ET0803719,Nahed Jabr,مديحة,ACTOR,7569094370
189443,ET0803719,Hala Fakher,,ACTOR,7569094370
795386,ET0803719,Badr Nofal,المحامي خليفة خلف الله,ACTOR,7569094370
172514,ET0803719,Said Tarabeek,قاسم وكيل النيابة,ACTOR,7569094370
1320916,ET0803719,Samir Wali Al-Din,الشاويش حسين,ACTOR,7569094370
1528491,ET0803719,Mohamed Fadel,,DIRECTOR,7569094370
521185,ET0803719,Hani Motawea,,DIRECTOR,7569094370
724969,ET0803720,Adel Emam,بهجت الأباصيري,ACTOR,7569094371
223448,ET0803720,Saeed Saleh,مرسي الزناتي,ACTOR,7569094371
223449,ET0803720,Ahmad Zaki,أحمد,ACTOR,7569094371
223450,ET0803720,Younes Shalaby,منصور عبدالمعطي,ACTOR,7569094371
223451,ET0803720,Hadi El Gayar,لطفي,ACTOR,7569094371
223452,ET0803720,Soheir El-Bably,عفت عبدالكريم,ACTOR,7569094371
198741,ET0803720,Hassan Mostafa,عبدالمعطي,ACTOR,7569094371
223453,ET0803720,Abdallah Farghaly,علام الملواني,ACTOR,7569094371
223454,ET0803720,Nazim Sharawy,الأباصيري بيه,ACTOR,7569094371
223457,ET0803720,جلال الشرقاوي,,DIRECTOR,7569094371
223458,ET0803720,عبدالله الشيخ,,DIRECTOR,7569094371
223456,ET0803720,Hossam El Din Mostafa,,DIRECTOR,7569094371
173252,ET0803721,Shammi Kapoor,Dhoop Chhaon,ACTOR,7569094372
66215,ET0803721,Sanjeev Kumar,Constable Ratan Sheru,ACTOR,7569094372
105220,ET0803721,Zeenat Aman,Nisha,ACTOR,7569094372
524848,ET0803721,Dev Kumar,Balram,ACTOR,7569094372
524849,ET0803721,Faryal,Lolita,ACTOR,7569094372
173252,ET0803721,Shammi Kapoor,,DIRECTOR,7569094372
216804,ET0803722,Ezzat El Alaili,,ACTOR,7569094373
592619,ET0803722,Mireille Maalouf,,ACTOR,7569094373
339953,ET0803722,Joseph Bou Nassar,,ACTOR,7569094373
943833,ET0803722,Philippe Akiki,,ACTOR,7569094373
943835,ET0803722,Ahmed Al Zain,,ACTOR,7569094373
479396,ET0803722,Maroun Bagdadi,,DIRECTOR,7569094373
479396,ET0803723,Maroun Bagdadi,,DIRECTOR,7569094374
479396,ET0803724,Maroun Bagdadi,,DIRECTOR,7569094375
64409,ET0803725,Raaj Kumar,,ACTOR,7569094376
134657,ET0803725,Hema Malini,,ACTOR,7569094376
64567,ET0803725,Rakhee Gulzar,,ACTOR,7569094376
150754,ET0803725,Vinod Mehra,,ACTOR,7569094376
104310,ET0803725,Paintal,,ACTOR,7569094376
66223,ET0803725,Asit Sen,,ACTOR,7569094376
222318,ET0803725,Dulari,,ACTOR,7569094376
503473,ET0803725,Leela Mishra,,ACTOR,7569094376
772100,ET0803725,Sadhana Khote,,ACTOR,7569094376
105223,ET0803725,Satyendra Kapoor,,ACTOR,7569094376
524312,ET0803725,D.K. Sapru,,ACTOR,7569094376
460070,ET0803725,Padma Khanna,,ACTOR,7569094376
218950,ET0803726,Mala Sinha,Chabeli,ACTOR,7569094377
173252,ET0803726,Shammi Kapoor,Ramu,ACTOR,7569094377
64409,ET0803726,Raaj Kumar,Kalu,ACTOR,7569094377
515741,ET0803726,Leela Chitnis,Ramus Mother,ACTOR,7569094377
64411,ET0803726,Kumkum,Kammo,ACTOR,7569094377
434350,ET0803726,Dhumal,Bhulo,ACTOR,7569094377
216444,ET0803726,Tun Tun,,ACTOR,7569094377
64529,ET0803726,Asrani,,ACTOR,7569094377
1945610,ET0803726,Suresh,,ACTOR,7569094377
63665,ET0803727,Dharmendra,Ali Baba,ACTOR,7569094378
134657,ET0803727,Hema Malini,Morjina,ACTOR,7569094378
105220,ET0803727,Zeenat Aman,Fatima,ACTOR,7569094378
57763,ET0803727,Prem Chopra,Shamsher,ACTOR,7569094378
514364,ET0803727,Zakir Mukhamedzhanov,,ACTOR,7569094378
223525,ET0803727,Sofiko Chiaureli,,ACTOR,7569094378
221086,ET0803727,Yelena Sanayeva,,ACTOR,7569094378
358575,ET0803727,Frunzik Mkrtchyan,,ACTOR,7569094378
219025,ET0803727,Maya-Gozel Aimedova,episode (uncredited),ACTOR,7569094378
434193,ET0803727,Umesh Mehra,,DIRECTOR,7569094378
514365,ET0803727,Latif Faiziyev,,DIRECTOR,7569094378
173252,ET0803728,Shammi Kapoor,Professor Pritam Khanna,ACTOR,7569094379
298411,ET0803728,Kalpana Mohan,Neena Verma,ACTOR,7569094379
66224,ET0803728,Lalita Pawar,Sita Devi Verma,ACTOR,7569094379
434351,ET0803728,Parveen Choudhary,,ACTOR,7569094379
216444,ET0803728,Tun Tun,,ACTOR,7569094379
68725,ET0803728,Iftekhar,,ACTOR,7569094379
529417,ET0803728,Pratima Devi,,ACTOR,7569094379
144388,ET0803728,Lekh Tandon,,DIRECTOR,7569094379
522301,ET0803729,A. Salaam,,DIRECTOR,7569094380
518321,ET0803730,Uttam Kumar,,ACTOR,7569094381
522302,ET0803730,Sulakshana Pandit,,ACTOR,7569094381
132302,ET0803730,Utpal Dutt,,ACTOR,7569094381
906104,ET0803730,Alo Sarkar,,DIRECTOR,7569094381
867952,ET0803731,Mahendra Sandhu,,ACTOR,7569094382
20201,ET0803731,Danny Denzongpa,,ACTOR,7569094382
69039,ET0803731,Jagdeep,,ACTOR,7569094382
524849,ET0803731,Faryal,,ACTOR,7569094382
460070,ET0803731,Padma Khanna,,ACTOR,7569094382
66223,ET0803731,Asit Sen,Julies father,ACTOR,7569094382
618228,ET0803731,Karan Dewan,,ACTOR,7569094382
222315,ET0803731,Agha,,ACTOR,7569094382
497329,ET0803731,Murad,,ACTOR,7569094382
727227,ET0803731,Sabina,,ACTOR,7569094382
549933,ET0803731,Mohammed Hussain,,DIRECTOR,7569094382
3535,XU4740831,Tom Cruise,Lt. Pete Maverick Mitchell,ACTOR,3626844994
30817,XU4740831,Kelly McGillis,Charlotte Charlie Blackwood,ACTOR,3626844994
12017,XU4740831,Val Kilmer,Lt. Tom Iceman Kazanski,ACTOR,3626844994
12021,XU4740831,Anthony Edwards,Lt. Nick Goose Bradshaw,ACTOR,3626844994
14659,XU4740831,Tom Skerritt,Cdr. Mike Viper Metcalf,ACTOR,3626844994
11225,XU4740831,Michael Ironside,Lt. Cdr. Heatherly Jester,ACTOR,3626844994
11098,XU4740831,John Stockwell,Cougar,ACTOR,3626844994
38473,XU4740831,Barry Tubb,Wolfman,ACTOR,3626844994
50852,XU4740831,Rick Rossovich,Slider,ACTOR,3626844994
2967,XU4740831,Tim Robbins,Merlin,ACTOR,3626844994
20759,XU4740831,Meg Ryan,Carole Bradshaw,ACTOR,3626844994
30881,XU4740831,Whip Hubley,Hollywood,ACTOR,3626844994
11548,XU4740831,Adrian Pasdar,Chipper,ACTOR,3626844994
8312,XU4740831,James Tolkan,Stinger,ACTOR,3626844994
4355,XU4740831,Clarence Gilyard Jr.,Evan Gough Sundown,ACTOR,3626844994
571254,XU4740831,Randall Brady,Lieutenant Davis,ACTOR,3626844994
51314,XU4740831,Duke Stroud,Air Boss Johnson,ACTOR,3626844994
1287819,XU4740831,Ron Clark,Inquiry Commander,ACTOR,3626844994
6948,XU4740831,Frank Pesce,Bartender,ACTOR,3626844994
1918544,XU4740831,Pete Pettigrew,Perry Siedenthal,ACTOR,3626844994
1918392,XU4740831,Troy Hunter,Radio Operator,ACTOR,3626844994
1918142,XU4740831,T.J. Cassidy,T.J. Cassidy,ACTOR,3626844994
5005,XU4740831,Tony Scott,,DIRECTOR,3626844994
32954,ET0803733,Jerry Seinfeld,Jerry Seinfeld,ACTOR,7569094384
12464,ET0803733,Jason Alexander,George Costanza,ACTOR,7569094384
43320,ET0803733,Michael Richards,Cosmo Kramer,ACTOR,7569094384
12018,ET0803733,Julia Louis-Dreyfus,Elaine Benes,ACTOR,7569094384
7522,ET0803734,Wil Wheaton,Gordie Lachance,ACTOR,7569094385
6837,ET0803734,River Phoenix,Chris Chambers,ACTOR,7569094385
16808,ET0803734,Corey Feldman,Teddy Duchamp,ACTOR,7569094385
913,ET0803734,Jerry OConnell,Vern Tessio,ACTOR,7569094385
14887,ET0803734,Kiefer Sutherland,Ace Merrill,ACTOR,7569094385
8314,ET0803734,Casey Siemaszko,Billy Tessio,ACTOR,7569094385
61054,ET0803734,Gary Riley,Charlie Hogan,ACTOR,7569094385
6846,ET0803734,Bradley Gregg,Eyeball Chambers,ACTOR,7569094385
478245,ET0803734,Jason Oliver,Vince Desjardins,ACTOR,7569094385
32782,ET0803734,Marshall Bell,Mr. Lachance,ACTOR,7569094385
7252,ET0803734,Frances Lee McCain,Mrs. Lachance,ACTOR,7569094385
38142,ET0803734,Bruce Kirby,Mr. Quidacioluo,ACTOR,7569094385
45745,ET0803734,William Bronder,Milo Pressman,ACTOR,7569094385
2036,ET0803734,Scott Beach,Mayor Grundy,ACTOR,7569094385
4021,ET0803734,Richard Dreyfuss,The Writer,ACTOR,7569094385
12474,ET0803734,John Cusack,Denny Lachance,ACTOR,7569094385
819150,ET0803734,Madeleine Swift,Waitress,ACTOR,7569094385
819148,ET0803734,Popeye,Chopper,ACTOR,7569094385
819151,ET0803734,Geanette Bobst,Mayors Wife,ACTOR,7569094385
435231,ET0803734,Art Burke,Principal Wiggins,ACTOR,7569094385
819152,ET0803734,Matt Williams,Bob Cormier,ACTOR,7569094385
819153,ET0803734,Andy Lindberg,Lardass Hogan,ACTOR,7569094385
28823,ET0803734,Dick Durock,Bill Travis,ACTOR,7569094385
841663,ET0803734,O.B. Babbs,Lardass Heckler #1,ACTOR,7569094385
819082,ET0803734,Charlie Owens,Lardass Heckler #2,ACTOR,7569094385
819083,ET0803734,Kenneth Hodges,Donelley Twin,ACTOR,7569094385
819084,ET0803734,John Hodges,Donelley Twin,ACTOR,7569094385
819085,ET0803734,Susan Thorpe,Fat Lady,ACTOR,7569094385
717381,ET0803734,Korey Scott Pollard,Moke,ACTOR,7569094385
819088,ET0803734,Rick Elliott,Jack Mudgett,ACTOR,7569094385
819086,ET0803734,Kent W. Luttrell,Ray Brower,ACTOR,7569094385
467202,ET0803734,Chance Quinn,Gordons Son,ACTOR,7569094385
233903,ET0803734,Jason Naylor,Gordons Sons Friend,ACTOR,7569094385
224,ET0803734,Rob Reiner,,DIRECTOR,7569094385
3748,ET0803735,Robert De Niro,David Noodles Aaronson,ACTOR,7569094386
12171,ET0803735,James Woods,Maximilian Max Bercovicz,ACTOR,7569094386
6756,ET0803735,Elizabeth McGovern,Deborah Gelly,ACTOR,7569094386
9438,ET0803735,Joe Pesci,Frankie Monaldi,ACTOR,7569094386
68563,ET0803735,Tuesday Weld,Carol,ACTOR,7569094386
7749,ET0803735,Burt Young,Joe,ACTOR,7569094386
16204,ET0803735,Treat Williams,James Conway ODonnell,ACTOR,7569094386
28073,ET0803735,Danny Aiello,Police Chief Vincent Aiello,ACTOR,7569094386
14853,ET0803735,Richard Bright,Chicken Joe,ACTOR,7569094386
80999,ET0803735,James Hayden,Patrick Patsy Goldberg,ACTOR,7569094386
24555,ET0803735,William Forsythe,Philip Cockeye Stein,ACTOR,7569094386
30008,ET0803735,Darlanne Fluegel,Eve,ACTOR,7569094386
81000,ET0803735,Larry Rapp,Fat Moe Gelly,ACTOR,7569094386
27089,ET0803735,Olga Karlatos,Woman in the Puppet Theatre,ACTOR,7569094386
81005,ET0803735,Frank Gio,Beefy,ACTOR,7569094386
1575,ET0803735,Jennifer Connelly,Young Deborah,ACTOR,7569094386
81001,ET0803735,Scott Schutzman Tiler,Young Noodles,ACTOR,7569094386
60657,ET0803735,Rusty Jacobs,Young Max or David Bailey,ACTOR,7569094386
22241,ET0803735,Brian Bloom,Young Patsy,ACTOR,7569094386
81004,ET0803735,Mike Monetti,Young Fat Moe Gelly,ACTOR,7569094386
